ward_id,ward_name,ward_number,ward_type,centroid_lon,centroid_lat,district,historical_annual_avg_mm,current_jan2026_mm,climate_normal_jan_mm,climate_normal_feb_mm,climate_normal_mar_mm,climate_normal_apr_mm,climate_normal_may_mm,climate_normal_jun_mm,climate_normal_jul_mm,climate_normal_aug_mm,climate_normal_sep_mm,climate_normal_oct_mm,climate_normal_nov_mm,climate_normal_dec_mm,rainfall_zone,is_urban_core,proximity_to_yamuna_km
DEL_264,HARSH VIHAR,264,MCD,77.3185983755,28.7057760975,NORTH DELHI,631.5,15.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,1,3.5
DEL_265,SHIV VIHAR,265,MCD,77.279256658,28.725763371,NORTH DELHI,631.5,15.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,1,5.0
DEL_266,KARAWAL NAGAR EAST,266,MCD,77.2720162365,28.7193943345,NORTH DELHI,631.5,15.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,1,4.8
DEL_267,NEHRU VIHAR,267,MCD,77.2640661465,28.708664044,NORTH DELHI,631.5,15.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,1,4.2
DEL_268,MUSTAFABAD,268,MCD,77.269739007,28.7099165685,NORTH DELHI,631.5,15.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,1,4.0
DEL_269,KHAJOORI KHAS,269,MCD,77.2607738205,28.707962744,NORTH DELHI,631.5,15.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,1,4.5
DEL_270,TUKHMIR PUR,270,MCD,77.262583926,28.713856034,NORTH DELHI,631.5,15.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,1,5.2
DEL_271,KARAWAL NAGAR WEST,271,MCD,77.2675830505,28.7266377535,NORTH DELHI,631.5,15.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,1,5.8
DEL_272,SONIA VIHAR,272,MCD,77.250780063,28.73207432,NORTH DELHI,631.5,15.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,1,6.0
DEL_001,NARELA,1,MCD,77.11346808,28.844765256,NORTH DELHI,631.5,15.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,0,12.5
DEL_002,BANKNER,2,MCD,77.076700036,28.8528853445,NORTH WEST DELHI,645.8,11.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,0,15.0
DEL_003,ALIPUR,3,MCD,77.1051227315,28.791734201,NORTH WEST DELHI,645.8,11.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,0,10.2
DEL_004,BAKHTAWAR PUR,4,MCD,77.169213035,28.818902421,NORTH DELHI,631.5,15.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,0,8.5
DEL_005,BHALASWA JAHAGIR PUR,5,MCD,77.156524332,28.761972933,NORTH DELHI,631.5,15.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,1,5.5
DEL_006,MUKUND PUR,6,MCD,77.1887513925,28.747376305,NORTH DELHI,631.5,15.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,1,4.8
DEL_007,BURARI,7,MCD,77.2019521355,28.767567201,NORTH DELHI,631.5,15.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,1,3.2
DEL_008,JHARODA,8,MCD,77.213208026,28.743853809,NORTH DELHI,631.5,15.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,1,4.5
DEL_009,MALKAGANJ,9,MCD,77.207867542,28.673632412,NORTH WEST DELHI,645.8,11.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,1,6.2
DEL_010,TIMAR PUR,10,MCD,77.2182969825,28.7013811855,NORTH DELHI,631.5,15.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,1,4.0
DEL_011,MUKHERJEE NAGAR,11,MCD,77.2155930535,28.7135877805,NORTH DELHI,631.5,15.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,1,3.5
DEL_012,G.T.B. NAGAR,12,MCD,77.2051231885,28.6991449445,NORTH DELHI,631.5,15.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,1,4.2
DEL_013,DHIR PUR,13,MCD,77.196063679,28.7200988705,NORTH DELHI,631.5,15.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,1,5.0
DEL_014,ADARASH  NAGAR,14,MCD,77.174036988,28.714340254,NORTH WEST DELHI,645.8,11.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,1,6.5
DEL_015,SARAI PIPAL THALA,15,MCD,77.161496507,28.724577638,NORTH WEST DELHI,645.8,11.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,1,7.2
DEL_016,JAHANGIRPURI-I,16,MCD,77.168750403,28.7272683055,NORTH WEST DELHI,645.8,11.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,1,6.8
DEL_017,SAMAYPUR BADLI,17,MCD,77.1463464195,28.737881851,NORTH WEST DELHI,645.8,11.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,1,8.0
DEL_018,LIBAS PUR,18,MCD,77.1465171,28.7577295345,NORTH WEST DELHI,645.8,11.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,1,9.5
DEL_019,BHALSWA,19,MCD,77.1612988775,28.7432852495,NORTH DELHI,631.5,15.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,1,5.8
DEL_020,JAHANGIR PURI -II,20,MCD,77.168072175,28.7323962995,NORTH WEST DELHI,645.8,11.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,1,6.2
DEL_021,ROHINI,21,MCD,77.115327593,28.7324509415,NORTH WEST DELHI,645.8,11.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,1,9.8
DEL_022,RITHALA,22,MCD,77.1076020815,28.7167667245,NORTH WEST DELHI,645.8,11.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,1,10.5
DEL_023,BUDH VIHAR,23,MCD,77.0869228635,28.7156205955,NORTH WEST DELHI,645.8,11.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,1,12.0
DEL_024,VIJAY VIHAR,24,MCD,77.094033029,28.7088920695,NORTH WEST DELHI,645.8,11.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,1,11.2
DEL_025,POOTH KALAN,25,MCD,77.073991615,28.7185458075,NORTH WEST DELHI,645.8,11.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,1,13.0
DEL_026,SAHIBABAD DAULAT PUR,26,MCD,77.1003392025,28.7456117595,NORTH WEST DELHI,645.8,11.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,1,11.5
DEL_027,BEGUMPUR,27,MCD,77.0140155955,28.7565147485,NORTH WEST DELHI,645.8,11.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,0,18.0
DEL_028,BAWANA,28,MCD,77.006573053,28.808736115,NORTH WEST DELHI,645.8,11.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,0,16.5
DEL_029,KARALA,29,MCD,77.0017401165,28.738469518,NORTH WEST DELHI,645.8,11.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,0,17.2
DEL_030,MUNDAKA,30,MCD,76.9970374365,28.688412927,NORTH WEST DELHI,645.8,11.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,0,17.8
DEL_031,NANGLOI JAT WEST,31,MCD,77.048722006,28.682999255,NORTH WEST DELHI,645.8,11.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,1,14.5
DEL_032,NILOTHI,32,MCD,77.0552168255,28.66887124,NORTH WEST DELHI,645.8,11.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,1,13.8
DEL_033,PREM NAGAR,33,MCD,77.0583025385,28.7063908415,NORTH WEST DELHI,645.8,11.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,1,12.2
DEL_034,NITHARI,34,MCD,77.037093315,28.70460507,NORTH WEST DELHI,645.8,11.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,1,15.0
DEL_035,KIRARI SULEMAN NAGAR,35,MCD,77.0573593075,28.6972857305,NORTH WEST DELHI,645.8,11.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,1,13.5
DEL_036,PRATAP VIHAR,36,MCD,77.0494002345,28.691466878,NORTH WEST DELHI,645.8,11.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,1,14.2
DEL_037,SULTANPURI  EAST,37,MCD,77.079188369,28.6973610535,NORTH WEST DELHI,645.8,11.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,1,12.0
DEL_038,MANGOL PURI  NORTH,38,MCD,77.0869767625,28.700091447,NORTH WEST DELHI,645.8,11.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,1,11.5
DEL_039,SULTANPUR MAJRA,39,MCD,77.073524491,28.697597383,NORTH WEST DELHI,645.8,11.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,1,13.2
DEL_040,SULTANPURI  SOUTH,40,MCD,77.0701198765,28.6888191535,NORTH WEST DELHI,645.8,11.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,1,13.8
DEL_041,GURU HARKISHAN NAGAR,41,MCD,77.0849330955,28.6662940125,NORTH WEST DELHI,645.8,11.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,1,12.5
DEL_042,PERAGHARHI,42,MCD,77.0855125085,28.6790627045,NORTH WEST DELHI,645.8,11.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,1,12.2
DEL_043,NANGLOI EAST,43,MCD,77.0638406525,28.6735688695,NORTH WEST DELHI,645.8,11.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,1,14.0
DEL_044,QUAMMRUDDIN NAGAR,44,MCD,77.0636160735,28.657066744,NORTH WEST DELHI,645.8,11.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,1,14.8
DEL_045,ROHINI SOUTH,45,MCD,77.108518363,28.7026991755,NORTH WEST DELHI,645.8,11.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,1,10.5
DEL_046,MANGOLPURI  EAST,46,MCD,77.096916621,28.6900562235,NORTH WEST DELHI,645.8,11.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,1,11.8
DEL_047,MANGOLPURI,47,MCD,77.091490797,28.6973571535,NORTH WEST DELHI,645.8,11.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,1,12.0
DEL_048,MANGOLPURI  WEST,48,MCD,77.083738336,28.690087764,NORTH WEST DELHI,645.8,11.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,1,13.0
DEL_049,ROHINI NORTH,49,MCD,77.1332983905,28.7350025185,NORTH WEST DELHI,645.8,11.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,1,9.2
DEL_050,ROHINI CENTRAL,50,MCD,77.12435117,28.7202132275,NORTH WEST DELHI,645.8,11.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,1,9.5
DEL_051,ROHINI EAST,51,MCD,77.1279848555,28.7091283345,NORTH WEST DELHI,645.8,11.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,1,9.8
DEL_052,NAHARPUR,52,MCD,77.117438634,28.7109052645,NORTH WEST DELHI,645.8,11.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,1,10.2
DEL_053,PITAMPURA SOUTH,53,MCD,77.1440781735,28.701308553,NORTH WEST DELHI,645.8,11.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,1,8.5
DEL_054,PITAMPUR NORTH,54,MCD,77.1440781735,28.7177431775,NORTH WEST DELHI,645.8,11.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,1,8.2
DEL_055,SHALIMAR BAGH NORTH,55,MCD,77.1543144765,28.7185786155,NORTH WEST DELHI,645.8,11.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,1,7.5
DEL_056,SHALIMAR BAGH SOUTH,56,MCD,77.161954648,28.709640529,NORTH WEST DELHI,645.8,11.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,1,8.0
DEL_057,PASCHIM VIHAR SOUTH,57,MCD,77.102733213,28.666987539,NORTH WEST DELHI,645.8,11.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,1,11.0
DEL_058,PASCHIM VIHAR NORTH,58,MCD,77.1045028935,28.6759652825,NORTH WEST DELHI,645.8,11.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,1,10.5
DEL_059,RANI BAGH,59,MCD,77.1268978935,28.6828571565,NORTH WEST DELHI,645.8,11.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,1,10.0
DEL_060,SARASWATI VIHAR,60,MCD,77.113081805,28.6912538025,NORTH WEST DELHI,645.8,11.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,1,11.2
DEL_061,TRI NAGAR,61,MCD,77.1614156585,28.677915995,NORTH WEST DELHI,645.8,11.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,1,9.0
DEL_062,RAMPURA,62,MCD,77.146045484,28.6807883725,NORTH WEST DELHI,645.8,11.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,1,9.5
DEL_063,KOHAT ENCLAVE,63,MCD,77.1361146085,28.693680802,NORTH WEST DELHI,645.8,11.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,1,8.8
DEL_064,SHAKUR PUR,64,MCD,77.1478286395,28.690359588,NORTH WEST DELHI,645.8,11.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,1,8.2
DEL_065,NIMRI COLONY,65,MCD,77.173538423,28.6820574685,NORTH WEST DELHI,645.8,11.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,1,7.8
DEL_066,SAWAN PARK,66,MCD,77.1795706105,28.6919942625,NORTH WEST DELHI,645.8,11.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,1,7.2
DEL_067,WAJIRPUR,67,MCD,77.1648382395,28.68921278,NORTH WEST DELHI,645.8,11.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,1,8.5
DEL_068,ASHOK VIHAR,68,MCD,77.166688769,28.6976208045,NORTH WEST DELHI,645.8,11.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,1,8.0
DEL_069,KAMLA NAGAR,69,MCD,77.194258065,28.677037136,NORTH DELHI,631.5,15.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,1,5.2
DEL_070,RANA PRATAP BAGH,70,MCD,77.1943838295,28.688527435,NORTH DELHI,631.5,15.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,1,4.8
DEL_071,SANGAM PARK,71,MCD,77.183819642,28.69841666,NORTH DELHI,631.5,15.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,1,5.5
DEL_072,MODEL TOWN,72,MCD,77.1912217595,28.701166505,NORTH DELHI,631.5,15.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,1,4.5
DEL_073,SHASTRI NAGAR,73,MCD,77.180985457,28.673805897,NORTH WEST DELHI,645.8,11.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,1,7.2
DEL_074,INDER LOK COLONY,74,MCD,77.174261567,28.6651827555,NORTH WEST DELHI,645.8,11.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,1,8.0
DEL_075,KISHAN GANJ,75,MCD,77.194482644,28.6672048995,NORTH DELHI,631.5,15.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,1,5.5
DEL_076,DEPUTY GANJ,76,MCD,77.2075216905,28.663685465,NORTH DELHI,631.5,15.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,1,5.0
DEL_077,KASHMERE GATE,77,MCD,77.230738649,28.676169215,NORTH DELHI,631.5,15.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,1,3.5
DEL_078,MAJNU KA TILA,78,MCD,77.219222247,28.6834820305,NORTH DELHI,631.5,15.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,1,4.2
DEL_079,JAMA MASJID,79,MCD,77.235212259,28.649992912,CENTRAL DELHI,724.8,24.5,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,Central,1,2.2
DEL_UNKNOWN,UNKNOWN WARD,0,UNKNOWN,77.27325142,28.651244563,EAST DELHI,715.1,19.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,East,0,2.5
